bucket,query_id,distance_bin_key,time_delta_f_minus_v_s,time_reduction_vs_vanilla,f_n3p_failure_reason,f_n3p_fallback_f1_count,f_n3p_fallback_f2_count,f_n3p_fallback_f3_count,f_n3p_fallback_triggered,f_n3p_feasible,f_n3p_path_inflation_ratio,f_n3p_subgoal_reachability_rate,f_n3p_success,f_n3p_time_s,map_seed,profile_name,query_seed,vanilla_failure_reason,vanilla_feasible,vanilla_success,vanilla_time_s
Complex,complex_s01_q0035,d20_inf,0.14250097516924143,-0.8269594846363033,,4,0,0,True,True,-0.01109515475843692,0.0,True,0.31482014898210764,20370623,complex_d02,20371623,,True,True,0.1723191738128662
Complex,complex_s01_q0036,d08_12,-0.14437712263315916,0.9969075842367148,,0,0,0,False,True,0.0,,True,0.0004478590562939644,20370623,complex_d02,20371624,,True,True,0.14482498168945312
Complex,complex_s01_q0037,d12_16,-0.7167077967897058,0.5624253497103298,,10,1,0,True,True,0.18841985058292998,0.0,True,0.5576085140928626,20370623,complex_d02,20371625,,True,True,1.2743163108825684
Complex,complex_s01_q0038,d16_20,-0.14978391933254898,0.9937146056664249,,0,0,0,False,True,0.0,,True,0.0009474058169871569,20370623,complex_d02,20371626,,True,True,0.15073132514953613
Complex,complex_s01_q0039,d20_inf,0.3906064804177731,-1.7275320798454041,,7,0,0,True,True,0.006678693528471502,0.25,True,0.6167131240945309,20370623,complex_d02,20371627,,True,True,0.2261066436767578
Complex,complex_s02_q0040,d08_12,-0.1476422136183828,0.9966480892852976,,0,0,0,False,True,0.0,,True,0.0004965479020029306,20380620,complex_d02,20381620,,True,True,0.14813876152038574
Complex,complex_s02_q0041,d12_16,-0.15026387246325612,0.9957836149031632,,0,0,0,False,True,2.220446049250313e-16,,True,0.0006362530402839184,20380620,complex_d02,20381621,,True,True,0.15090012550354004
Complex,complex_s02_q0042,d16_20,0.12505412637256086,-0.3693629902975013,,0,0,0,False,True,-0.0012903631693084172,1.0,True,0.463621144881472,20380620,complex_d02,20381622,,True,True,0.33856701850891113
Complex,complex_s02_q0043,d20_inf,-2.0352987439837307,0.8140197417943699,,4,0,0,True,True,,0.3333333333333333,True,0.46500762389041483,20380620,complex_d02,20381623,timeout,False,False,2.5003063678741455
Complex,complex_s02_q0044,d08_12,0.1277737591881305,-0.13995807156131912,,5,1,0,True,True,0.0220700061209822,0.0,True,1.0407168839592487,20380620,complex_d02,20381624,,True,True,0.9129431247711182
Complex,complex_s02_q0045,d12_16,-0.14655802748166025,0.9960429795924134,,0,0,0,False,True,2.220446049250313e-16,,True,0.0005822370294481516,20380621,complex_d02,20381621,,True,True,0.1471402645111084
Complex,complex_s02_q0046,d16_20,-1.4960101393517107,0.8265593700854994,,4,0,0,True,True,-0.01243979433118736,0.0,True,0.31391446315683424,20380621,complex_d02,20381622,,True,True,1.809924602508545
Complex,complex_s02_q0047,d20_inf,0.28968419786542654,-1.6546399013006035,,4,0,0,True,True,0.0551189114783337,0.0,True,0.4647580599412322,20380621,complex_d02,20381623,,True,True,0.17507386207580566
Complex,complex_s02_q0048,d08_12,-0.14629988139495254,0.9972618362655227,,0,0,0,False,True,0.0,,True,0.0004016929306089878,20380621,complex_d02,20381624,,True,True,0.14670157432556152
Complex,complex_s02_q0049,d12_16,-0.010049056028947234,0.05899094732292065,,0,0,0,False,True,-0.007387354467406793,1.0,True,0.16030006506480277,20380621,complex_d02,20381625,,True,True,0.17034912109375
Complex,complex_s02_q0050,d16_20,-0.23319445736706257,0.5976004328927293,,0,0,0,False,True,-0.023506740648155278,1.0,True,0.15702356211841106,20380622,complex_d02,20381622,,True,True,0.39021801948547363
Complex,complex_s02_q0051,d20_inf,-0.08171418053098023,0.34227649058989384,,0,0,0,False,True,-0.0047954645376308,1.0,True,0.15702316421084106,20380622,complex_d02,20381623,,True,True,0.2387373447418213
Complex,complex_s02_q0052,d08_12,-0.015425998950377107,0.09026702740400783,,1,0,0,True,True,-0.0021360466485137453,0.0,True,0.15546695492230356,20380622,complex_d02,20381624,,True,True,0.17089295387268066
Complex,complex_s02_q0053,d12_16,-0.886685240548104,0.4672027651531212,,8,2,0,True,True,0.04475360507335635,1.0,True,1.0111743328161538,20380622,complex_d02,20381625,,True,True,1.8978595733642578
Complex,complex_s02_q0054,d16_20,0.2680544138420373,-1.0284266278170664,,9,2,0,True,True,-0.001462419423527872,0.0,True,0.528699564980343,20380622,complex_d02,20381626,,True,True,0.26064515113830566
Complex,complex_s02_q0055,d20_inf,1.0171888403128833,-0.40685035474772047,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,4,1,1,True,False,,,False,3.51734357397072,20380623,complex_d02,20381623,timeout,False,False,2.500154733657837
Complex,complex_s02_q0056,d08_12,0.00373731623403728,-0.02428061002592563,,0,0,0,False,True,0.0021441513325355377,1.0,True,0.15765915880911052,20380623,complex_d02,20381624,,True,True,0.15392184257507324
Complex,complex_s02_q0057,d12_16,-0.1464673720765859,0.9958141199789151,,0,0,0,False,True,0.0,,True,0.0006156719755381346,20380623,complex_d02,20381625,,True,True,0.14708304405212402
Complex,complex_s02_q0058,d16_20,0.10308565222658217,-0.48599261464270693,,1,0,0,True,True,0.022332276865827838,0.5,True,0.3151992710772902,20380623,complex_d02,20381626,,True,True,0.212113618850708
Complex,complex_s02_q0059,d20_inf,-1.599834655644372,0.6396388018248926,,6,1,0,True,True,,0.5,True,0.9013185750227422,20380623,complex_d02,20381627,timeout,False,False,2.5011532306671143
Complex,complex_s03_q0060,d08_12,-0.14875188376754522,0.9968136076461284,,0,0,0,False,True,2.220446049250313e-16,,True,0.0004754969850182533,20390620,complex_d02,20391620,,True,True,0.14922738075256348
Complex,complex_s03_q0061,d12_16,0.1121076256968081,-0.6817760800746786,,4,1,0,True,True,0.013308615630286624,,True,0.27654229709878564,20390620,complex_d02,20391621,,True,True,0.16443467140197754
Complex,complex_s03_q0062,d16_20,0.9598757277708501,-0.37597626373518533,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,4,1,1,True,False,,,False,3.5128978739958256,20390620,complex_d02,20391622,timeout,False,False,2.5530221462249756
Complex,complex_s03_q0063,d20_inf,-1.4600903016980737,0.757570005578231,,7,0,0,True,True,0.008890054743413645,0.0,True,0.46724353008903563,20390620,complex_d02,20391623,,True,True,1.9273338317871094
Complex,complex_s03_q0064,d08_12,-0.1443373521324247,0.9970548144438126,,0,0,0,False,True,0.0,,True,0.00042635598219931126,20390620,complex_d02,20391624,,True,True,0.14476370811462402
Complex,complex_s03_q0065,d12_16,0.026608707383275032,-0.04540532105837669,,7,1,0,True,True,0.11313798252194207,0.5,True,0.6126348990947008,20390621,complex_d02,20391621,,True,True,0.5860261917114258
Complex,complex_s03_q0066,d16_20,0.08861103770323098,-0.23422512125745465,,9,1,0,True,True,0.0829302435415813,0.0,True,0.4669267248827964,20390621,complex_d02,20391622,,True,True,0.37831568717956543
Complex,complex_s03_q0067,d20_inf,-0.216464024502784,0.28449336966541205,,5,1,0,True,True,-7.668598925536507e-05,0.0,True,0.5444114389829338,20390621,complex_d02,20391623,,True,True,0.7608754634857178
Complex,complex_s03_q0068,d08_12,0.01320566050708294,-0.08602056329874719,,4,1,0,True,True,0.02617521813335255,,True,0.16672314517199993,20390621,complex_d02,20391624,,True,True,0.153517484664917
Complex,complex_s03_q0069,d12_16,0.2490252978168428,-1.1577518211492248,,3,0,0,True,True,0.03560263470250713,0.6666666666666666,True,0.46411914890632033,20390621,complex_d02,20391625,,True,True,0.21509385108947754
Complex,complex_s03_q0070,d16_20,-0.044180905912071466,0.09111245249902888,,4,1,0,True,True,-0.03296560529372716,1.0,True,0.4407243370078504,20390622,complex_d02,20391622,,True,True,0.4849052429199219
Complex,complex_s03_q0071,d20_inf,-1.8793142067734152,0.7517060401221818,,6,1,0,True,True,,0.6666666666666666,True,0.6207511199172586,20390622,complex_d02,20391623,timeout,False,False,2.500065326690674
Complex,complex_s03_q0072,d08_12,-0.016791955567896366,0.09632926811442066,,0,0,0,False,True,0.08818943278874314,1.0,True,0.15752635803073645,20390622,complex_d02,20391624,,True,True,0.1743183135986328
Complex,complex_s03_q0073,d12_16,0.010073683457449079,-0.026324470153772372,,4,1,0,True,True,0.0,,True,0.39274742384441197,20390622,complex_d02,20391625,,True,True,0.3826737403869629
Complex,complex_s03_q0074,d16_20,-1.2051546098664403,0.7718792495489162,,5,1,0,True,True,-0.01704786797131641,0.0,True,0.3561707017943263,20390622,complex_d02,20391626,,True,True,1.5613253116607666
Complex,complex_s03_q0075,d20_inf,-0.05104543291963637,0.08847647500759859,,8,2,0,True,True,-0.0008935061691855983,1.0,True,0.525892480975017,20390623,complex_d02,20391623,,True,True,0.5769379138946533
Complex,complex_s03_q0076,d08_12,-0.1993487833533436,0.30597267948286266,,0,0,0,False,True,0.10278157585929648,1.0,True,0.4521759988274425,20390623,complex_d02,20391624,,True,True,0.6515247821807861
Complex,complex_s03_q0077,d12_16,0.04796775244176388,-0.100991301391953,,8,1,0,True,True,0.23452602559736646,0.0,True,0.5229369010776281,20390623,complex_d02,20391625,,True,True,0.47496914863586426
Complex,complex_s03_q0078,d16_20,-0.9330821314360946,0.6473381065458019,,8,2,0,True,True,0.004350469773403809,,True,0.5083317479584366,20390623,complex_d02,20391626,,True,True,1.4414138793945312
Complex,complex_s03_q0079,d20_inf,-0.2600315962918103,0.35641893501368616,,4,0,0,True,True,0.009317637439731241,0.6666666666666666,True,0.4695356930606067,20390623,complex_d02,20391627,,True,True,0.729567289352417
Complex,complex_s04_q0080,d08_12,-0.05092695541679859,0.23641165661987196,,3,0,0,True,True,0.043325792621281556,0.0,True,0.16448947601020336,20400620,complex_d02,20401620,,True,True,0.21541643142700195
Complex,complex_s04_q0081,d12_16,-0.006856284802779555,0.03978922322687417,,0,0,0,False,True,-0.02969936016800856,1.0,True,0.16545883589424193,20400620,complex_d02,20401621,,True,True,0.17231512069702148
Complex,complex_s04_q0082,d16_20,0.017921875230968,-0.08574840180229559,,4,1,0,True,True,0.0,,True,0.22692723106592894,20400620,complex_d02,20401622,,True,True,0.20900535583496094
Complex,complex_s04_q0083,d20_inf,-0.6604366779793054,0.2637372788349507,,5,1,0,True,True,,0.0,True,1.8437094211112708,20400620,complex_d02,20401623,timeout,False,False,2.504146099090576
Complex,complex_s04_q0084,d08_12,-0.1560142831876874,0.9974579743448941,,0,0,0,False,True,2.220446049250313e-16,,True,0.00039760302752256393,20400620,complex_d02,20401624,,True,True,0.15641188621520996
Complex,complex_s04_q0085,d12_16,0.1444514375180006,-0.5586433027959217,,4,1,0,True,True,-0.00494543505380729,1.0,True,0.4030268769711256,20400621,complex_d02,20401621,,True,True,0.258575439453125
Complex,complex_s04_q0086,d16_20,1.1713297390379012,-0.468483330572633,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,4,1,1,True,False,,1.0,False,3.6715889000333846,20400621,complex_d02,20401622,timeout,False,False,2.5002591609954834
Complex,complex_s04_q0087,d20_inf,-1.6661866181530058,0.6663915847267521,,8,2,0,True,True,,1.0,True,0.8341249949298799,20400621,complex_d02,20401623,timeout,False,False,2.5003116130828857
Complex,complex_s04_q0088,d08_12,-0.1475579112302512,0.9967046203547916,,0,0,0,False,True,0.0,,True,0.00048786704428493977,20400621,complex_d02,20401624,,True,True,0.14804577827453613
Complex,complex_s04_q0089,d12_16,0.048780606128275394,-0.13416210045353316,,5,1,0,True,True,0.049563242135815866,0.0,True,0.41237513814121485,20400621,complex_d02,20401625,,True,True,0.36359453201293945
Complex,complex_s04_q0090,d16_20,-2.1644416209310293,0.8656959880311197,,2,0,0,True,True,,0.0,True,0.3357913140207529,20400622,complex_d02,20401622,timeout,False,False,2.5002329349517822
Complex,complex_s04_q0091,d20_inf,-0.9909072152804583,0.6186583683045952,,3,0,0,True,True,0.008661199734240288,0.75,True,0.6107961900997907,20400622,complex_d02,20401623,,True,True,1.601703405380249
Complex,complex_s04_q0092,d08_12,-0.15257913363166153,0.9966614139198179,,0,0,0,False,True,0.0,,True,0.0005111049395054579,20400622,complex_d02,20401624,,True,True,0.153090238571167
Complex,complex_s04_q0093,d12_16,-0.15492511028423905,0.9961536960313853,,0,0,0,False,True,0.0,,True,0.0005981898866593838,20400622,complex_d02,20401625,,True,True,0.15552330017089844
Complex,complex_s04_q0094,d16_20,0.14664534921757877,-0.8232538441318378,,1,0,0,True,True,0.057679042725359286,0.5,True,0.32477430696599185,20400622,complex_d02,20401626,,True,True,0.17812895774841309
Complex,complex_s04_q0095,d20_inf,0.30698599107563496,-0.9599250382730942,,2,0,0,True,True,-0.011858462666294312,0.75,True,0.6267880368977785,20400623,complex_d02,20401623,,True,True,0.31980204582214355
Complex,complex_s04_q0096,d08_12,-0.1492000101134181,0.9970067013326291,,0,0,0,False,True,0.0,,True,0.00044794101268053055,20400623,complex_d02,20401624,,True,True,0.14964795112609863
Complex,complex_s04_q0097,d12_16,-0.1460336979944259,0.995939434238655,,0,0,0,False,True,0.0,,True,0.0005953970830887556,20400623,complex_d02,20401625,,True,True,0.14662909507751465
Complex,complex_s04_q0098,d16_20,0.13415999081917107,-0.8054388717038403,,0,0,0,False,True,-0.018278949799253152,1.0,True,0.3007275548297912,20400623,complex_d02,20401626,,True,True,0.16656756401062012
Complex,complex_s04_q0099,d20_inf,-1.7271299788262695,0.6907333534184867,,8,1,0,True,True,,0.5,True,0.7732994130346924,20400623,complex_d02,20401627,timeout,False,False,2.500429391860962
Easy,easy_s00_q0000,d08_12,-0.010179753415286541,0.06106861976410394,,1,0,0,True,True,0.04577958669579707,0.0,True,0.1565139340236783,20260620,easy_d00,20261620,,True,True,0.16669368743896484
Easy,easy_s00_q0001,d12_16,-0.15086299320682883,0.9952472382407551,,0,0,0,False,True,0.0,,True,0.0007204399444162846,20260620,easy_d01,20261621,,True,True,0.15158343315124512
Easy,easy_s00_q0002,d16_20,0.1723331690300256,-0.603723062771556,,3,0,0,True,True,0.11029482586555162,0.3333333333333333,True,0.45778386597521603,20260620,easy_d00,20261622,,True,True,0.28545069694519043
Easy,easy_s00_q0003,d20_inf,0.22825838741846383,-0.5896902183334138,,2,0,0,True,True,0.035322008021168916,0.75,True,0.6153402489144355,20260620,easy_d01,20261623,,True,True,0.3870818614959717
Easy,easy_s00_q0004,d08_12,0.01630879146978259,-0.05294482784801624,,4,1,0,True,True,0.0,,True,0.324342496227473,20260620,easy_d00,20261624,,True,True,0.30803370475769043
Easy,easy_s00_q0005,d12_16,-0.15983679797500372,0.9953959081131544,,0,0,0,False,True,0.0,,True,0.0007393071427941322,20260621,easy_d01,20261621,,True,True,0.16057610511779785
Easy,easy_s00_q0006,d16_20,-0.2010310087352991,0.2900688423574357,,1,0,0,True,True,0.07485749943157338,0.6666666666666666,True,0.49201484583318233,20260621,easy_d00,20261622,,True,True,0.6930458545684814
Easy,easy_s00_q0007,d20_inf,1.5242989959660918,-0.609616113595425,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,12,2,1,True,False,,0.5,False,4.0247233810368925,20260621,easy_d01,20261623,timeout,False,False,2.500424385070801
Easy,easy_s00_q0008,d08_12,-0.07618825556710362,0.32981051395704963,,0,0,0,False,True,0.030029684156516856,1.0,True,0.1548178899101913,20260621,easy_d00,20261624,,True,True,0.23100614547729492
Easy,easy_s00_q0009,d12_16,-0.14477644651196897,0.9957111376382097,,0,0,0,False,True,2.220446049250313e-16,,True,0.0006236007902771235,20260621,easy_d01,20261625,,True,True,0.1454000473022461
Easy,easy_s00_q0010,d16_20,-0.14992441842332482,0.9953410215878908,,0,0,0,False,True,0.0,,True,0.0007017641328275204,20260622,easy_d00,20261622,,True,True,0.15062618255615234
Easy,easy_s00_q0011,d20_inf,-0.03625093610025942,0.18551330433851287,,0,0,0,False,True,-0.03738144172460167,1.0,True,0.1591578850056976,20260622,easy_d01,20261623,,True,True,0.19540882110595703
Easy,easy_s00_q0012,d08_12,-0.14629120589233935,0.9969062087348739,,0,0,0,False,True,2.220446049250313e-16,,True,0.0004539990331977606,20260622,easy_d00,20261624,,True,True,0.1467452049255371
Easy,easy_s00_q0013,d12_16,-0.15072666364721954,0.9962030564655187,,0,0,0,False,True,0.0,,True,0.0005744819063693285,20260622,easy_d01,20261625,,True,True,0.15130114555358887
Easy,easy_s00_q0014,d16_20,0.9165331469848752,-0.8458113803853877,,4,1,1,True,True,0.0,,True,2.0001472579315305,20260622,easy_d00,20261626,,True,True,1.0836141109466553
Easy,easy_s00_q0015,d20_inf,0.10348823852837086,-0.3553689444838788,,4,1,0,True,True,-0.00887678088870536,1.0,True,0.39470175094902515,20260623,easy_d01,20261623,,True,True,0.2912135124206543
Easy,easy_s00_q0016,d08_12,0.013158627785742283,-0.06802963350181135,,4,1,0,True,True,0.0,,True,0.2065835678949952,20260623,easy_d00,20261624,,True,True,0.19342494010925293
Easy,easy_s00_q0017,d12_16,-1.802833219524473,0.7211030978893662,,8,2,0,True,True,,,True,0.6972714462317526,20260623,easy_d01,20261625,timeout,False,False,2.5001046657562256
Easy,easy_s00_q0018,d16_20,-1.895545809995383,0.758100188955128,,2,0,0,True,True,,0.75,True,0.6048437659628689,20260623,easy_d00,20261626,timeout,False,False,2.500389575958252
Easy,easy_s00_q0019,d20_inf,-0.049083721823990345,0.23939083770405922,,1,0,0,True,True,-0.012432295921045,0.0,True,0.15595220308750868,20260623,easy_d01,20261627,,True,True,0.20503592491149902
Easy,easy_s01_q0020,d08_12,-0.1596599444746971,0.9970629043304772,,0,0,0,False,True,4.440892098500626e-16,,True,0.00047031790018081665,20270620,easy_d00,20271620,,True,True,0.16013026237487793
Easy,easy_s01_q0021,d12_16,-0.013378468109294772,0.07505649606373266,,3,0,0,True,True,0.009430153767277183,0.0,True,0.16486683790571988,20270620,easy_d01,20271621,,True,True,0.17824530601501465
Easy,easy_s01_q0022,d16_20,0.11738098761998117,-0.5723001970298065,,1,0,0,True,True,-0.013483692004185976,0.5,True,0.32248486182652414,20270620,easy_d00,20271622,,True,True,0.20510387420654297
Easy,easy_s01_q0023,d20_inf,-1.876709337811917,0.7506391367187213,,3,0,0,True,True,,0.5,True,0.6234391969628632,20270620,easy_d01,20271623,timeout,False,False,2.5001485347747803
Easy,easy_s01_q0024,d08_12,-0.6688774153590202,0.8056936432349567,,3,0,0,True,True,-0.012344845830027817,0.0,True,0.1613108590245247,20270620,easy_d00,20271624,,True,True,0.8301882743835449
Easy,easy_s01_q0025,d12_16,0.1747466002125293,-1.1033522723797957,,4,1,0,True,True,0.01685943604940232,,True,0.33312448603101075,20270621,easy_d01,20271621,,True,True,0.15837788581848145
Easy,easy_s01_q0026,d16_20,0.210606207838282,-0.8436316561175479,,3,0,0,True,True,0.025739255453145038,0.6666666666666666,True,0.46024857996962965,20270621,easy_d00,20271622,,True,True,0.24964237213134766
Easy,easy_s01_q0027,d20_inf,-0.15190356480889022,0.9936861986721122,,0,0,0,False,True,2.220446049250313e-16,,True,0.0009651829022914171,20270621,easy_d01,20271623,,True,True,0.15286874771118164
Easy,easy_s01_q0028,d08_12,0.120328304823488,-0.6495369916980906,,1,0,0,True,True,-0.03703497892522489,0.5,True,0.30558073287829757,20270621,easy_d00,20271624,,True,True,0.18525242805480957
Easy,easy_s01_q0029,d12_16,0.08325515571050346,-0.3741310203364927,,4,0,0,True,True,0.06009371146957454,0.5,True,0.3057845670264214,20270621,easy_d01,20271625,,True,True,0.22252941131591797
Easy,easy_s01_q0030,d16_20,0.0440197444986552,-0.1581230236395419,,5,1,0,True,True,-0.03459301771095369,0.0,True,0.32240895996801555,20270622,easy_d00,20271622,,True,True,0.27838921546936035
Easy,easy_s01_q0031,d20_inf,0.04488842538557947,-0.16871398987803854,,2,0,0,True,True,-0.0023542910498394187,0.5,True,0.31095068505965173,20270622,easy_d01,20271623,,True,True,0.26606225967407227
Easy,easy_s01_q0032,d08_12,-0.1496837956365198,0.9964975140286869,,0,0,0,False,True,0.0,,True,0.0005261080805212259,20270622,easy_d00,20271624,,True,True,0.15020990371704102
Easy,easy_s01_q0033,d12_16,-0.2801005120854825,0.4277829375880725,,6,1,0,True,True,-0.021760791910501953,0.0,True,0.37467200797982514,20270622,easy_d01,20271625,,True,True,0.6547725200653076
