bucket,query_id,distance_bin_key,time_delta_f_minus_v_s,time_reduction_vs_vanilla,f_n3p_failure_reason,f_n3p_fallback_f1_count,f_n3p_fallback_f2_count,f_n3p_fallback_f3_count,f_n3p_fallback_triggered,f_n3p_feasible,f_n3p_path_inflation_ratio,f_n3p_subgoal_reachability_rate,f_n3p_success,f_n3p_time_s,map_seed,profile_name,query_seed,vanilla_failure_reason,vanilla_feasible,vanilla_success,vanilla_time_s
Extreme,extreme_s03_q0067,d20_inf,-1.5258652053307742,0.6102917797040199,,8,0,0,True,True,,0.5,True,0.9743572392035276,20490621,extreme_d05,20491623,timeout,False,False,2.5002224445343018
Extreme,extreme_s03_q0068,d08_12,-0.12050576624460518,0.4296672813232937,,1,0,0,True,True,0.01767234504490056,0.0,True,0.15995721402578056,20490621,extreme_d06,20491624,,True,True,0.28046298027038574
Extreme,extreme_s03_q0069,d12_16,1.1189364462625235,-4.689412771500259,,17,3,0,True,True,0.9713462768320107,0.4,True,1.3575455218087882,20490621,extreme_d07,20491625,,True,True,0.23860907554626465
Extreme,extreme_s03_q0070,d16_20,0.3456022385507822,-2.0610026211987864,,4,1,0,True,True,0.009471941485115654,1.0,True,0.513288700953126,20490622,extreme_d03,20491622,,True,True,0.16768646240234375
Extreme,extreme_s03_q0071,d20_inf,0.09335359372198582,-0.3426856871968542,,4,1,0,True,True,0.023828544146019093,1.0,True,0.36577113904058933,20490622,extreme_d04,20491623,,True,True,0.2724175453186035
Extreme,extreme_s03_q0072,d08_12,0.010378118604421616,-0.05907072962127624,,4,1,0,True,True,0.0,,True,0.18606781587004662,20490622,extreme_d05,20491624,,True,True,0.175689697265625
Extreme,extreme_s03_q0073,d12_16,-0.15701828431338072,0.9960637612298373,,0,0,0,False,True,0.0,,True,0.0006205039098858833,20490622,extreme_d06,20491625,,True,True,0.1576387882232666
Extreme,extreme_s03_q0074,d16_20,1.1706612072885036,-0.468189515512319,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,5,1,1,True,False,,0.0,False,3.671061512082815,20490622,extreme_d07,20491626,timeout,False,False,2.5004003047943115
Extreme,extreme_s03_q0075,d20_inf,0.18783734436146915,-0.6254590036794039,,8,1,0,True,True,-0.004671910177554972,0.0,True,0.4881565391551703,20490623,extreme_d03,20491623,,True,True,0.30031919479370117
Extreme,extreme_s03_q0076,d08_12,-2.1875712471082807,0.8749820200964028,,4,1,0,True,True,,1.0,True,0.3125615520402789,20490623,extreme_d04,20491624,timeout,False,False,2.5001327991485596
Extreme,extreme_s03_q0077,d12_16,0.41237921081483364,-2.0491006072006956,,1,0,0,True,True,0.04545223406720278,0.75,True,0.6136280950158834,20490623,extreme_d05,20491625,,True,True,0.2012488842010498
Extreme,extreme_s03_q0078,d16_20,1.0130123866256326,-0.4051306957317582,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,4,1,1,True,False,,,False,3.513470627134666,20490623,extreme_d06,20491626,timeout,False,False,2.500458240509033
Extreme,extreme_s03_q0079,d20_inf,-0.8274913334753364,0.6167893598863181,,4,1,0,True,True,0.061706588794437245,1.0,True,0.5141195750329643,20490623,extreme_d07,20491627,,True,True,1.3416109085083008
Extreme,extreme_s04_q0080,d08_12,0.11679283925332129,-0.6274508376240999,,3,0,0,True,True,0.00904584807091946,0.0,True,0.30293146916665137,20500620,extreme_d03,20501620,,True,True,0.18613862991333008
Extreme,extreme_s04_q0081,d12_16,0.2332440905738622,-1.0040484568926962,,4,1,0,True,True,0.0689503329992176,1.0,True,0.4655477099586278,20500620,extreme_d04,20501621,,True,True,0.23230361938476562
Extreme,extreme_s04_q0082,d16_20,0.8716609226539731,-0.6911685883965788,,4,1,1,True,True,0.0,,True,2.132801746018231,20500620,extreme_d05,20501622,,True,True,1.2611408233642578
Extreme,extreme_s04_q0083,d20_inf,2.1677488007117063,-0.8670358513083272,f2_failed:prediction:timeout;goal:timeout;f3_failed:timeout,4,1,1,True,False,,1.0,False,4.6679323830176145,20500620,extreme_d06,20501623,timeout,False,False,2.500183582305908
Extreme,extreme_s04_q0084,d08_12,0.16049337503500283,-0.21036411164456514,,0,0,1,True,True,0.0,1.0,True,0.9234247219283134,20500620,extreme_d07,20501624,,True,True,0.7629313468933105
Extreme,extreme_s04_q0085,d12_16,-1.3991146688349545,0.8993061018002521,,2,0,0,True,True,-0.02777295009018188,0.0,True,0.1566566820256412,20500621,extreme_d03,20501621,,True,True,1.5557713508605957
Extreme,extreme_s04_q0086,d16_20,0.1298536874819547,-0.507490908906538,,8,2,0,True,True,0.002159458052046981,,True,0.3857276060152799,20500621,extreme_d04,20501622,,True,True,0.2558739185333252
Extreme,extreme_s04_q0087,d20_inf,0.48034659028053284,-1.4721069073707653,,9,1,0,True,True,0.09006701354988955,0.5,True,0.8066453039646149,20500621,extreme_d05,20501623,,True,True,0.32629871368408203
Extreme,extreme_s04_q0088,d08_12,-0.15330598782747984,0.9969316129508009,,0,0,0,False,True,2.220446049250313e-16,,True,0.0004718499258160591,20500621,extreme_d06,20501624,,True,True,0.1537778377532959
Extreme,extreme_s04_q0089,d12_16,-0.14401878672651947,0.9961650921564347,,0,0,0,False,True,2.220446049250313e-16,,True,0.0005544249434024096,20500621,extreme_d07,20501625,,True,True,0.14457321166992188
Extreme,extreme_s04_q0090,d16_20,-1.6734271359164268,0.7851431015319722,,1,0,0,True,True,0.07006134173387757,0.6666666666666666,True,0.45793864014558494,20500622,extreme_d03,20501622,,True,True,2.1313657760620117
Extreme,extreme_s04_q0091,d20_inf,0.20285031665116549,-0.33830074825226464,,8,1,0,True,True,0.002115217941628167,0.5,True,0.802465652115643,20500622,extreme_d04,20501623,,True,True,0.5996153354644775
Extreme,extreme_s04_q0092,d08_12,-0.4071211754344404,0.5553929225071328,,0,0,0,False,True,-0.007974240613625283,1.0,True,0.32591152796521783,20500622,extreme_d05,20501624,,True,True,0.7330327033996582
Extreme,extreme_s04_q0093,d12_16,0.007588339736685157,-0.04735082451007555,,3,0,0,True,True,-0.008214622148827289,0.0,True,0.16784615605138242,20500622,extreme_d06,20501625,,True,True,0.16025781631469727
Extreme,extreme_s04_q0094,d16_20,-1.0212630443274975,0.6721779620206981,,9,1,0,True,True,0.1309815578257023,0.0,True,0.4980712719261646,20500622,extreme_d07,20501626,,True,True,1.519334316253662
Extreme,extreme_s04_q0095,d20_inf,0.14169884007424116,-0.6515954309544771,,4,1,0,True,True,-0.00915905243206594,1.0,True,0.35916328709572554,20500623,extreme_d03,20501623,,True,True,0.21746444702148438
Extreme,extreme_s04_q0096,d08_12,0.08214310463517904,-0.14408149767766742,,7,1,0,True,True,0.29987958409571425,0.6666666666666666,True,0.6522586708888412,20500623,extreme_d04,20501624,,True,True,0.5701155662536621
Extreme,extreme_s04_q0097,d12_16,-0.44835071032866836,0.3004723587797311,,14,2,0,True,True,1.032527053948129,0.3333333333333333,True,1.043802218977362,20500623,extreme_d05,20501625,,True,True,1.4921529293060303
Extreme,extreme_s04_q0098,d16_20,-2.089638414327055,0.8617108155917697,,1,0,0,True,True,0.01355042642741311,0.5,True,0.3353496170602739,20500623,extreme_d06,20501626,,True,True,2.424988031387329
Extreme,extreme_s04_q0099,d20_inf,1.1760352039709687,-0.47039147213499954,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,6,1,1,True,False,,0.0,False,3.676155366934836,20500623,extreme_d07,20501627,timeout,False,False,2.500120162963867
