query_id,method,bucket,distance_bin_key,old_time_s,new_time_s,delta_new_minus_old_s,old_feasible,new_feasible,old_collision_violation_count,new_collision_violation_count,old_fallback_triggered,new_fallback_triggered,old_fallback_f3_count,new_fallback_f3_count,old_total_expansions,new_total_expansions,old_path_inflation_ratio,new_path_inflation_ratio,old_failure_reason,new_failure_reason
complex_s02_q0051,md_dqn,Complex,d20_inf,0.17232395405881107,0.17049321229569614,-0.0018307417631149292,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0051,n3p_k1,Complex,d20_inf,0.15701048402115703,0.009931873995810747,-0.14707861002534628,True,True,0,0,False,False,0,0,1,0,-0.0047954645376308,-0.005513887389021366,,
complex_s02_q0051,vanilla_ha,Complex,d20_inf,0.2387373447418213,0.23275303840637207,-0.005984306335449219,True,True,0,0,False,False,0,0,161,161,,,,
complex_s02_q0051,voronoi_waypoint,Complex,d20_inf,0.6250964920036495,0.625082294922322,-1.4197081327438354e-05,True,True,0,0,False,False,0,0,4,4,0.0664207189206305,0.06762589794540275,,
complex_s02_q0052,bottleneck_waypoint,Complex,d08_12,0.4781823121011257,0.4782670480199158,8.4735918790102e-05,True,True,0,0,False,False,0,0,3,3,0.03879901090656612,0.03879901090656612,,
complex_s02_q0052,f_n3p_knn,Complex,d08_12,0.15546695492230356,0.010419768979772925,-0.14504718594253063,True,True,0,0,True,True,0,0,1,0,-0.0021360466485137453,-0.002164323568916715,,
complex_s02_q0052,md_dqn,Complex,d08_12,0.17106696357950568,0.16899724560789764,-0.0020697179716080427,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0052,n3p_k1,Complex,d08_12,0.178021582076326,0.17743817018344998,-0.000583411892876029,True,True,0,0,True,True,0,0,34,34,0.03134480650238225,0.03134480650238225,,
complex_s02_q0052,vanilla_ha,Complex,d08_12,0.17089295387268066,0.1690356731414795,-0.0018572807312011719,True,True,0,0,False,False,0,0,37,37,,,,
complex_s02_q0052,voronoi_waypoint,Complex,d08_12,0.3344101079273969,0.3369742389768362,0.002564131049439311,True,True,0,0,False,False,0,0,2,2,0.01471387236303845,0.012778223750515405,,
complex_s02_q0053,bottleneck_waypoint,Complex,d12_16,0.6369385630823672,0.6368172150105238,-0.0001213480718433857,True,True,0,0,False,False,0,0,12,12,0.22771602599081175,0.22771602599081175,,
complex_s02_q0053,f_n3p_knn,Complex,d12_16,1.0111743328161538,0.8671573169995099,-0.14401701581664383,True,True,0,0,True,True,0,0,635,634,0.04475360507335635,0.044444737096035025,,
complex_s02_q0053,md_dqn,Complex,d12_16,0.001463199034333229,0.0014608809724450111,-2.318061888217926e-06,False,False,0,0,False,False,0,0,1,1,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0053,n3p_k1,Complex,d12_16,1.0082312889862806,0.8653460431378335,-0.14288524584844708,True,True,0,0,True,True,0,0,635,634,0.04475360507335635,0.044444737096035025,,
complex_s02_q0053,vanilla_ha,Complex,d12_16,1.8978595733642578,1.9016809463500977,0.0038213729858398438,True,True,0,0,False,False,0,0,2665,2665,,,,
complex_s02_q0053,voronoi_waypoint,Complex,d12_16,0.5111004889477044,0.49617258412763476,-0.01492790482006967,True,True,0,0,False,False,0,0,54,25,0.14086516323145726,0.1469539699834943,,
complex_s02_q0054,bottleneck_waypoint,Complex,d16_20,0.6164694270119071,0.6144691838417202,-0.0020002431701868773,True,True,0,0,False,False,0,0,4,4,0.058579709989537765,0.058579709989537765,,
complex_s02_q0054,f_n3p_knn,Complex,d16_20,0.528699564980343,0.38588677486404777,-0.14281279011629522,True,True,0,0,True,True,0,0,91,90,-0.001462419423527872,-0.0017493995249929783,,
complex_s02_q0054,md_dqn,Complex,d16_20,0.17187766102142632,0.1701410843525082,-0.0017365766689181328,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0054,n3p_k1,Complex,d16_20,0.5005435929633677,0.360077888937667,-0.1404657040257007,True,True,0,0,True,True,0,0,57,56,0.014879897025043665,0.014878912635407415,,
complex_s02_q0054,vanilla_ha,Complex,d16_20,0.26064515113830566,0.26115894317626953,0.0005137920379638672,True,True,0,0,False,False,0,0,211,211,,,,
complex_s02_q0054,voronoi_waypoint,Complex,d16_20,0.6100931651890278,0.6144662189763039,0.004373053787276149,True,True,0,0,False,False,0,0,4,4,0.09511352156819886,0.0953272194668977,,
complex_s02_q0055,bottleneck_waypoint,Complex,d20_inf,0.76417515007779,0.7664514500647783,0.002276299986988306,True,True,0,0,False,False,0,0,5,5,,,,
complex_s02_q0055,f_n3p_knn,Complex,d20_inf,3.51734357397072,3.5152564481832087,-0.002087125787511468,False,False,0,0,True,True,1,1,6130,6256,,,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout
complex_s02_q0055,md_dqn,Complex,d20_inf,0.1686691918876022,0.16794325457885861,-0.0007259373087435961,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0055,n3p_k1,Complex,d20_inf,3.5136119730304927,3.5131228829268366,-0.0004890901036560535,False,False,0,0,True,True,1,1,6252,6267,,,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout
complex_s02_q0055,vanilla_ha,Complex,d20_inf,2.500154733657837,2.501819610595703,0.001664876937866211,False,False,0,0,False,False,0,0,4318,4166,,,timeout,timeout
complex_s02_q0055,voronoi_waypoint,Complex,d20_inf,0.7606609128415585,0.7630669379141182,0.0024060250725597143,True,True,0,0,False,False,0,0,5,5,,,,
complex_s02_q0056,bottleneck_waypoint,Complex,d08_12,0.47624537302181125,0.47825720999389887,0.0020118369720876217,True,True,0,0,False,False,0,0,3,3,0.10916611036356594,0.10916611036356594,,
complex_s02_q0056,f_n3p_knn,Complex,d08_12,0.15765915880911052,0.010491658002138138,-0.14716750080697238,True,True,0,0,False,False,0,0,1,0,0.0021441513325355377,0.002025454862517817,,
complex_s02_q0056,md_dqn,Complex,d08_12,0.4424685728736222,0.43683715001679957,-0.00563142285682261,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0056,n3p_k1,Complex,d08_12,0.15650239796377718,0.009400587994605303,-0.14710180996917188,True,True,0,0,False,False,0,0,1,0,0.0021441513325355377,0.002025454862517817,,
complex_s02_q0056,vanilla_ha,Complex,d08_12,0.15392184257507324,0.1571044921875,0.003182649612426758,True,True,0,0,False,False,0,0,9,9,,,,
complex_s02_q0056,voronoi_waypoint,Complex,d08_12,0.4777607580181211,0.48328594397753477,0.005525185959413648,True,True,0,0,False,False,0,0,3,3,0.05979759332849244,0.05979759332849244,,
complex_s02_q0057,bottleneck_waypoint,Complex,d12_16,0.480189825873822,0.4821722670458257,0.001982441172003746,True,True,0,0,False,False,0,0,3,3,0.06813485245399264,0.06813485245399264,,
complex_s02_q0057,f_n3p_knn,Complex,d12_16,0.0006156719755381346,0.0006268988363444805,1.122686080634594e-05,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s02_q0057,md_dqn,Complex,d12_16,0.16929259966127574,0.1694172457791865,0.00012464611791074276,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0057,n3p_k1,Complex,d12_16,0.000617676880210638,0.0006139331962913275,-3.7436839193105698e-06,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s02_q0057,vanilla_ha,Complex,d12_16,0.14708304405212402,0.1472947597503662,0.0002117156982421875,True,True,0,0,False,False,0,0,1,1,,,,
complex_s02_q0057,voronoi_waypoint,Complex,d12_16,0.47507914900779724,0.4783553669694811,0.0032762179616838694,True,True,0,0,False,False,0,0,3,3,0.06278780005799023,0.06278780005799023,,
complex_s02_q0058,bottleneck_waypoint,Complex,d16_20,0.4749820129945874,0.4762652851641178,0.0012832721695303917,True,True,0,0,False,False,0,0,3,3,0.005255662217283907,0.005255662217283907,,
complex_s02_q0058,f_n3p_knn,Complex,d16_20,0.3151992710772902,0.02001160103827715,-0.29518767003901303,True,True,0,0,True,True,0,0,2,0,0.022332276865827838,0.021793320691855023,,
complex_s02_q0058,md_dqn,Complex,d16_20,0.19083273084834218,0.19207559293136,0.001242862083017826,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0058,n3p_k1,Complex,d16_20,0.328239165013656,0.18148233415558934,-0.14675683085806668,True,True,0,0,True,True,0,0,26,25,-0.0021139615505626486,-0.0021139615505626486,,
complex_s02_q0058,vanilla_ha,Complex,d16_20,0.212113618850708,0.21483159065246582,0.0027179718017578125,True,True,0,0,False,False,0,0,120,120,,,,
complex_s02_q0058,voronoi_waypoint,Complex,d16_20,0.6226275621447712,0.6260423429775983,0.0034147808328270912,True,True,0,0,False,False,0,0,13,13,0.0037402465670217655,0.0037402465670217655,,
complex_s02_q0059,bottleneck_waypoint,Complex,d20_inf,1.0513375881128013,1.0574243690352887,0.006086780922487378,True,True,0,0,False,False,0,0,7,7,,,,
complex_s02_q0059,f_n3p_knn,Complex,d20_inf,0.9013185750227422,0.3203171920031309,-0.5810013830196112,True,True,0,0,True,True,0,0,205,201,,,,
complex_s02_q0059,md_dqn,Complex,d20_inf,0.16765304515138268,0.16831981693394482,0.0006667717825621367,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s02_q0059,n3p_k1,Complex,d20_inf,1.2376019009388983,1.086017293855548,-0.15158460708335042,True,True,0,0,True,True,0,0,979,978,,,,
complex_s02_q0059,vanilla_ha,Complex,d20_inf,2.5011532306671143,2.500157594680786,-0.000995635986328125,False,False,0,0,False,False,0,0,5761,5736,,,timeout,timeout
complex_s02_q0059,voronoi_waypoint,Complex,d20_inf,1.0443717581219971,1.0518702289555222,0.007498470833525062,True,True,0,0,False,False,0,0,7,7,,,,
complex_s03_q0060,bottleneck_waypoint,Complex,d08_12,0.3373302570544183,0.33680429495871067,-0.000525962095707655,True,True,0,0,False,False,0,0,2,2,0.03582331302884589,0.03582331302884589,,
complex_s03_q0060,f_n3p_knn,Complex,d08_12,0.0004754969850182533,0.0004855240695178509,1.002708449959755e-05,True,True,0,0,False,False,0,0,0,0,2.220446049250313e-16,2.220446049250313e-16,,
complex_s03_q0060,md_dqn,Complex,d08_12,0.16767528234049678,0.16740801208652556,-0.00026727025397121906,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0060,n3p_k1,Complex,d08_12,0.000452820910140872,0.00045289890840649605,7.799826562404633e-08,True,True,0,0,False,False,0,0,0,0,2.220446049250313e-16,2.220446049250313e-16,,
complex_s03_q0060,vanilla_ha,Complex,d08_12,0.14922738075256348,0.15076971054077148,0.0015423297882080078,True,True,0,0,False,False,0,0,1,1,,,,
complex_s03_q0060,voronoi_waypoint,Complex,d08_12,0.3364968369714916,0.33456547395326197,-0.0019313630182296038,True,True,0,0,False,False,0,0,2,2,0.07536562026128801,0.042519221791283535,,
complex_s03_q0061,bottleneck_waypoint,Complex,d12_16,0.6262838719412684,0.6295747610274702,0.003290889086201787,True,True,0,0,False,False,0,0,4,4,0.13311474996871797,0.13311474996871797,,
complex_s03_q0061,f_n3p_knn,Complex,d12_16,0.27654229709878564,0.2776684300042689,0.0011261329054832458,True,True,0,0,True,True,0,0,201,201,0.013308615630286624,0.013308615630286624,,
complex_s03_q0061,md_dqn,Complex,d12_16,0.2737028314732015,0.2700466434471309,-0.003656188026070595,False,False,0,0,False,False,0,0,504,504,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0061,n3p_k1,Complex,d12_16,0.27558687096461654,0.2768409240525216,0.0012540530879050493,True,True,0,0,True,True,0,0,201,201,0.013308615630286624,0.013308615630286624,,
complex_s03_q0061,vanilla_ha,Complex,d12_16,0.16443467140197754,0.164581298828125,0.00014662742614746094,True,True,0,0,False,False,0,0,25,25,,,,
complex_s03_q0061,voronoi_waypoint,Complex,d12_16,0.4804152899887413,0.48557160794734955,0.00515631795860827,True,True,0,0,False,False,0,0,3,3,0.07540365029287233,0.07692109564422567,,
complex_s03_q0062,bottleneck_waypoint,Complex,d16_20,0.7640183670446277,0.7637708431575447,-0.0002475238870829344,True,True,0,0,False,False,0,0,5,5,,,,
complex_s03_q0062,f_n3p_knn,Complex,d16_20,3.5128978739958256,3.513530525844544,0.000632651848718524,False,False,0,0,True,True,1,1,6330,5993,,,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout
complex_s03_q0062,md_dqn,Complex,d16_20,0.2296764967031777,0.22702421387657523,-0.002652282826602459,False,False,0,0,False,False,0,0,411,411,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0062,n3p_k1,Complex,d16_20,3.5136883000377566,3.515068276086822,0.00137997604906559,False,False,0,0,True,True,1,1,6385,6098,,,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout
complex_s03_q0062,vanilla_ha,Complex,d16_20,2.5530221462249756,2.50235915184021,-0.050662994384765625,False,False,0,0,False,False,0,0,4385,4153,,,timeout,timeout
complex_s03_q0062,voronoi_waypoint,Complex,d16_20,0.7624692269600928,0.7643915361259133,0.0019223091658204794,True,True,0,0,False,False,0,0,5,5,,,,
complex_s03_q0063,bottleneck_waypoint,Complex,d20_inf,0.8310133970808238,0.6917051689233631,-0.1393082281574607,True,True,0,0,False,False,0,0,65,64,0.1367540855113294,0.03853547842800609,,
complex_s03_q0063,f_n3p_knn,Complex,d20_inf,0.46724353008903563,0.029463405953720212,-0.4377801241353154,True,True,0,0,True,True,0,0,3,0,0.008890054743413645,0.007497791785850527,,
complex_s03_q0063,md_dqn,Complex,d20_inf,0.17025255342014134,0.16648601624183357,-0.0037665371783077717,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0063,n3p_k1,Complex,d20_inf,1.7631133901886642,1.6205604879651219,-0.14255290222354233,True,True,0,0,True,True,0,0,1233,1229,-0.006503044568429539,-0.006551487880150031,,
complex_s03_q0063,vanilla_ha,Complex,d20_inf,1.9273338317871094,1.9303016662597656,0.00296783447265625,True,True,0,0,False,False,0,0,3553,3553,,,,
complex_s03_q0063,voronoi_waypoint,Complex,d20_inf,0.7632282860577106,0.7675412360113114,0.004312949953600764,True,True,0,0,False,False,0,0,5,5,0.18515653773999174,0.18677114957365726,,
complex_s03_q0064,bottleneck_waypoint,Complex,d08_12,0.3313705420587212,0.3328877731692046,0.001517231110483408,True,True,0,0,False,False,0,0,2,2,0.024747303933908782,0.024747303933908782,,
complex_s03_q0064,f_n3p_knn,Complex,d08_12,0.00042635598219931126,0.00043083704076707363,4.481058567762375e-06,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s03_q0064,md_dqn,Complex,d08_12,0.16867137583903968,0.16931785619817674,0.0006464803591370583,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0064,n3p_k1,Complex,d08_12,0.00039943004958331585,0.00040327897295355797,3.848923370242119e-06,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s03_q0064,vanilla_ha,Complex,d08_12,0.14476370811462402,0.14462566375732422,-0.0001380443572998047,True,True,0,0,False,False,0,0,1,1,,,,
complex_s03_q0064,voronoi_waypoint,Complex,d08_12,0.3285136609338224,0.3343905520159751,0.005876891082152724,True,True,0,0,False,False,0,0,2,2,0.06923046808578737,0.06137214643928446,,
complex_s03_q0065,bottleneck_waypoint,Complex,d12_16,0.6282419650815427,0.6302787689492106,0.0020368038676679134,True,True,0,0,False,False,0,0,4,4,0.12243147266749821,0.14508795202457692,,
complex_s03_q0065,f_n3p_knn,Complex,d12_16,0.6126348990947008,0.31917940895073116,-0.29345549014396966,True,True,0,0,True,True,0,0,165,163,0.11313798252194207,0.10990582193035703,,
complex_s03_q0065,md_dqn,Complex,d12_16,0.16980996844358742,0.16695050499401987,-0.0028594634495675564,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0065,n3p_k1,Complex,d12_16,0.6037680839654058,0.6010892631020397,-0.002678820863366127,True,True,0,0,True,True,0,0,589,589,0.0,0.0,,
complex_s03_q0065,vanilla_ha,Complex,d12_16,0.5860261917114258,0.5884888172149658,0.002462625503540039,True,True,0,0,False,False,0,0,589,589,,,,
complex_s03_q0065,voronoi_waypoint,Complex,d12_16,0.8049965780228376,0.8074101828970015,0.002413604874163866,True,True,0,0,False,False,0,0,391,391,0.1339807991097255,0.1339807991097255,,
complex_s03_q0066,bottleneck_waypoint,Complex,d16_20,0.48244061903096735,0.4798522340133786,-0.0025883850175887346,True,True,0,0,False,False,0,0,9,9,0.10953838346941569,0.10750336641028757,,
complex_s03_q0066,f_n3p_knn,Complex,d16_20,0.4669267248827964,0.18163938005454838,-0.285287344828248,True,True,0,0,True,True,0,0,19,17,0.0829302435415813,0.08128031426744498,,
complex_s03_q0066,md_dqn,Complex,d16_20,0.0014439921360462904,0.001447560964152217,3.5688281059265137e-06,False,False,0,0,False,False,0,0,1,1,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0066,n3p_k1,Complex,d16_20,0.5019205731805414,0.21456338511779904,-0.28735718806274235,True,True,0,0,True,True,0,0,43,41,0.23502376868289754,0.23263527699063502,,
complex_s03_q0066,vanilla_ha,Complex,d16_20,0.37831568717956543,0.3792722225189209,0.0009565353393554688,True,True,0,0,False,False,0,0,461,461,,,,
complex_s03_q0066,voronoi_waypoint,Complex,d16_20,0.6187345290090889,0.6799886040389538,0.06125407502986491,True,True,0,0,False,False,0,0,8,82,0.14464441685399154,0.15845016249549837,,
complex_s03_q0067,bottleneck_waypoint,Complex,d20_inf,1.053587146103382,1.061373817967251,0.007786671863868833,True,True,0,0,False,False,0,0,7,7,0.04289046664448137,0.034576033863317646,,
complex_s03_q0067,f_n3p_knn,Complex,d20_inf,0.5444114389829338,0.39842509501613677,-0.145986343966797,True,True,0,0,True,True,0,0,356,355,-7.668598925536507e-05,-0.00026029673772820505,,
complex_s03_q0067,md_dqn,Complex,d20_inf,0.26768971630372107,0.2645814723800868,-0.0031082439236342907,False,False,0,0,False,False,0,0,512,512,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0067,n3p_k1,Complex,d20_inf,0.7742898960132152,0.7739394211675972,-0.00035047484561800957,True,True,0,0,True,True,0,0,913,913,0.0,0.0,,
complex_s03_q0067,vanilla_ha,Complex,d20_inf,0.7608754634857178,0.7617733478546143,0.0008978843688964844,True,True,0,0,False,False,0,0,913,913,,,,
complex_s03_q0067,voronoi_waypoint,Complex,d20_inf,1.0804282140452415,0.905327158048749,-0.1751010559964925,True,True,0,0,False,False,0,0,391,198,0.09519528735181493,0.054039449901084335,,
complex_s03_q0068,bottleneck_waypoint,Complex,d08_12,0.3432899098843336,0.34500475600361824,0.0017148461192846298,True,True,0,0,False,False,0,0,14,14,0.011541903084371752,0.011541903084371752,,
complex_s03_q0068,f_n3p_knn,Complex,d08_12,0.16672314517199993,0.16639013402163982,-0.0003330111503601074,True,True,0,0,True,True,0,0,17,17,0.02617521813335255,0.02617521813335255,,
complex_s03_q0068,md_dqn,Complex,d08_12,0.12636838969774544,0.12549471925012767,-0.0008736704476177692,False,False,0,0,False,False,0,0,42,42,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0068,n3p_k1,Complex,d08_12,0.16346526495181024,0.16440573008731008,0.000940465135499835,True,True,0,0,True,True,0,0,17,17,0.02617521813335255,0.02617521813335255,,
complex_s03_q0068,vanilla_ha,Complex,d08_12,0.153517484664917,0.1554877758026123,0.0019702911376953125,True,True,0,0,False,False,0,0,15,15,,,,
complex_s03_q0068,voronoi_waypoint,Complex,d08_12,0.4820947030093521,0.4843481529969722,0.0022534499876201153,True,True,0,0,False,False,0,0,15,15,0.053195503241847186,0.06766645076354383,,
complex_s03_q0069,bottleneck_waypoint,Complex,d12_16,0.6222511769738048,0.6243772280868143,0.002126051113009453,True,True,0,0,False,False,0,0,4,4,0.07821410790351013,0.07821410790351013,,
complex_s03_q0069,f_n3p_knn,Complex,d12_16,0.46411914890632033,0.025601645931601524,-0.4385175029747188,True,True,0,0,True,True,0,0,3,0,0.03560263470250713,0.03148257983900926,,
complex_s03_q0069,md_dqn,Complex,d12_16,0.16113523882813752,0.15991399879567325,-0.0012212400324642658,False,False,0,0,False,False,0,0,318,318,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0069,n3p_k1,Complex,d12_16,0.4624689049087465,0.17273995489813387,-0.2897289500106126,True,True,0,0,True,True,0,0,8,6,0.06739853434997434,0.06649331425583394,,
complex_s03_q0069,vanilla_ha,Complex,d12_16,0.21509385108947754,0.21650409698486328,0.0014102458953857422,True,True,0,0,False,False,0,0,113,113,,,,
complex_s03_q0069,voronoi_waypoint,Complex,d12_16,0.4784080379176885,0.47933160210959613,0.0009235641919076443,True,True,0,0,False,False,0,0,3,3,0.1094032453021907,0.09442857799645665,,
complex_s03_q0070,bottleneck_waypoint,Complex,d16_20,0.6201863198075444,0.6170511450618505,-0.003135174745693803,True,True,0,0,False,False,0,0,4,4,0.04190605044187201,0.04190605044187201,,
complex_s03_q0070,f_n3p_knn,Complex,d16_20,0.4407243370078504,0.2991649699397385,-0.1415593670681119,True,True,0,0,True,True,0,0,176,175,-0.03296560529372716,-0.03297731390375169,,
complex_s03_q0070,md_dqn,Complex,d16_20,0.17385741299949586,0.1725882904138416,-0.0012691225856542587,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0070,n3p_k1,Complex,d16_20,0.44173465413041413,0.2982871439307928,-0.14344751019962132,True,True,0,0,True,True,0,0,176,175,-0.03296560529372716,-0.03297731390375169,,
complex_s03_q0070,vanilla_ha,Complex,d16_20,0.4849052429199219,0.4844791889190674,-0.0004260540008544922,True,True,0,0,False,False,0,0,666,666,,,,
complex_s03_q0070,voronoi_waypoint,Complex,d16_20,0.6128366901539266,0.6149990591220558,0.002162368968129158,True,True,0,0,False,False,0,0,4,4,0.05109647244644666,0.04886781529040163,,
complex_s03_q0071,bottleneck_waypoint,Complex,d20_inf,0.7703129588626325,0.7654385920614004,-0.0048743668012320995,True,True,0,0,False,False,0,0,5,5,,,,
complex_s03_q0071,f_n3p_knn,Complex,d20_inf,0.6207511199172586,0.1833829761017114,-0.43736814381554723,True,True,0,0,True,True,0,0,9,6,,,,
complex_s03_q0071,md_dqn,Complex,d20_inf,0.1703109557274729,0.1682095192372799,-0.0021014364901930094,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0071,n3p_k1,Complex,d20_inf,3.5135194200556725,3.5123785650357604,-0.0011408550199121237,False,False,0,0,True,True,1,1,5261,5254,,,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout
complex_s03_q0071,vanilla_ha,Complex,d20_inf,2.500065326690674,2.5012991428375244,0.001233816146850586,False,False,0,0,False,False,0,0,3580,3553,,,timeout,timeout
complex_s03_q0071,voronoi_waypoint,Complex,d20_inf,1.1198538970202208,1.1249498000834137,0.005095903063192964,True,True,0,0,False,False,0,0,294,306,,,,
complex_s03_q0072,bottleneck_waypoint,Complex,d08_12,0.4734500120393932,0.4739207271486521,0.00047071510925889015,True,True,0,0,False,False,0,0,3,3,0.14406252287958643,0.14480612797996306,,
complex_s03_q0072,f_n3p_knn,Complex,d08_12,0.15752635803073645,0.011178788961842656,-0.1463475690688938,True,True,0,0,False,False,0,0,1,0,0.08818943278874314,0.08666700538313554,,
complex_s03_q0072,md_dqn,Complex,d08_12,0.17006807192228734,0.16742306901142,-0.0026450029108673334,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0072,n3p_k1,Complex,d08_12,0.15572138992138207,0.010062451008707285,-0.14565893891267478,True,True,0,0,False,False,0,0,1,0,0.08818943278874314,0.08666700538313554,,
complex_s03_q0072,vanilla_ha,Complex,d08_12,0.1743183135986328,0.1746349334716797,0.000316619873046875,True,True,0,0,False,False,0,0,37,37,,,,
complex_s03_q0072,voronoi_waypoint,Complex,d08_12,0.3294692630879581,0.33491364982910454,0.005444386741146445,True,True,0,0,False,False,0,0,2,6,0.17079822936222455,-0.011741259774926127,,
complex_s03_q0073,bottleneck_waypoint,Complex,d12_16,0.5233662840910256,0.5251732501201332,0.0018069660291075706,True,True,0,0,False,False,0,0,222,222,0.029697524509979534,0.029697524509979534,,
complex_s03_q0073,f_n3p_knn,Complex,d12_16,0.39274742384441197,0.39342694683000445,0.0006795229855924845,True,True,0,0,True,True,0,0,393,393,0.0,0.0,,
complex_s03_q0073,md_dqn,Complex,d12_16,0.17058511753566563,0.16761357034556568,-0.0029715471900999546,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0073,n3p_k1,Complex,d12_16,0.39309995993971825,0.39326756494119763,0.00016760500147938728,True,True,0,0,True,True,0,0,393,393,0.0,0.0,,
complex_s03_q0073,vanilla_ha,Complex,d12_16,0.3826737403869629,0.38643622398376465,0.003762483596801758,True,True,0,0,False,False,0,0,393,393,,,,
complex_s03_q0073,voronoi_waypoint,Complex,d12_16,0.5125722030643374,0.5093717898707837,-0.003200413193553686,True,True,0,0,False,False,0,0,33,33,-0.008035165492590535,-0.008035165492590535,,
complex_s03_q0074,bottleneck_waypoint,Complex,d16_20,0.7766249659471214,0.7707733199931681,-0.005851645953953266,True,True,0,0,False,False,0,0,5,5,-0.002385977723040389,-0.013503703049422833,,
complex_s03_q0074,f_n3p_knn,Complex,d16_20,0.3561707017943263,0.19045021897181869,-0.16572048282250762,True,True,0,0,True,True,0,0,47,46,-0.01704786797131641,-0.01764722824629328,,
complex_s03_q0074,md_dqn,Complex,d16_20,0.29154096567071974,0.28673086455091834,-0.004810101119801402,False,False,0,0,False,False,0,0,586,586,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0074,n3p_k1,Complex,d16_20,0.35729911900125444,0.33476245892234147,-0.022536660078912973,True,True,0,0,True,True,0,0,55,55,-0.004076212318678274,-0.004076212318678274,,
complex_s03_q0074,vanilla_ha,Complex,d16_20,1.5613253116607666,1.4800050258636475,-0.08132028579711914,True,True,0,0,False,False,0,0,2181,2181,,,,
complex_s03_q0074,voronoi_waypoint,Complex,d16_20,0.6692360760644078,0.6239703369792551,-0.045265739085152745,True,True,0,0,False,False,0,0,4,4,0.06663598334094822,0.06099321360338905,,
complex_s03_q0075,bottleneck_waypoint,Complex,d20_inf,0.7652934398502111,0.7668892510700971,0.0015958112198859453,True,True,0,0,False,False,0,0,5,5,0.06620736403391758,0.0699846228883012,,
complex_s03_q0075,f_n3p_knn,Complex,d20_inf,0.525892480975017,0.383594520855695,-0.14229796011932194,True,True,0,0,True,True,0,0,87,86,-0.0008935061691855983,-0.0008935061691855983,,
complex_s03_q0075,md_dqn,Complex,d20_inf,0.17047076672315598,0.16790089732967317,-0.0025698693934828043,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s03_q0075,n3p_k1,Complex,d20_inf,0.5317547209560871,0.38416206697002053,-0.14759265398606658,True,True,0,0,True,True,0,0,87,86,-0.0008935061691855983,-0.0008935061691855983,,
